id,name,category,price,stock
3897,Backpack,Stationery,4885.9,6
3898,Headphones,Home,273.47,928
3899,Keyboard,Home,2967.1,456
3900,Mirror,Beauty,4287.52,452
3901,Mouse,Tools,2224.73,757
3902,Pen,Stationery,3292.81,501
3903,Shirt,Tools,4561.76,818
3904,Book,Tools,663.05,46
3905,Mirror,Books,4381.97,900
3906,Headphones,Electronics,1566.65,329
3907,Book,Home,1739.98,739
3908,Pen,Beauty,4531.47,97
3909,Phone,Stationery,1811.02,665
3910,Pen,Stationery,2829.05,440
3911,Lamp,Electronics,4697.55,827
3912,Tablet,Electronics,4976.29,572
3913,Monitor,Tools,2794.02,827
3914,Monitor,Beauty,4568.56,255
3915,Mirror,Clothing,2214.88,553
3916,Pen,Beauty,393.6,320
3917,Pen,Stationery,3758.14,556
3918,Mirror,Stationery,1285.71,102
3919,Pen,Clothing,2392.0,900
3920,Chair,Home,4524.71,327
3921,Desk,Home,2820.61,537
3922,Shirt,Clothing,3774.95,822
3923,Keyboard,Beauty,3791.74,649
3924,Tablet,Books,2371.14,391
3925,Lamp,Beauty,1890.46,958
3926,Mouse,Books,4429.25,896
3927,Tablet,Clothing,4934.01,923
3928,Notebook,Electronics,3349.05,7
3929,Headphones,Clothing,221.96,637
3930,Shirt,Books,962.11,613
3931,Tablet,Clothing,2000.52,117
3932,Chair,Beauty,4030.29,677
3933,Lamp,Stationery,442.44,777
3934,Headphones,Books,65.54,647
3935,Mirror,Tools,652.42,307
3936,Book,Clothing,4159.49,314
3937,Headphones,Beauty,3945.26,472
3938,Pen,Tools,4610.55,76
3939,Monitor,Clothing,150.69,319
3940,Chair,Beauty,2952.94,566
3941,Monitor,Tools,3975.53,568
3942,Phone,Electronics,3472.08,650
3943,Notebook,Tools,2037.75,620
3944,Book,Beauty,2575.4,80
3945,Backpack,Books,396.64,238
3946,Phone,Electronics,2350.89,553
3947,Mouse,Beauty,1408.95,161
3948,Shirt,Clothing,4667.05,89
3949,Desk,Home,4894.28,739
3950,Chair,Tools,3498.02,471
3951,Book,Home,2168.65,15
3952,Phone,Beauty,1233.27,900
3953,Lamp,Stationery,4410.16,604
3954,Tablet,Stationery,189.12,694
3955,Mouse,Electronics,1275.44,666
3956,Mouse,Beauty,3487.07,917
3957,Tablet,Beauty,2797.43,903
3958,Notebook,Beauty,4672.8,353
3959,Tablet,Home,2280.0,766
3960,Monitor,Home,611.94,79
3961,Mouse,Beauty,3894.96,511
3962,Shirt,Tools,4693.69,985
3963,Chair,Books,544.53,255
3964,Keyboard,Home,2803.87,101
3965,Lamp,Electronics,560.94,139
3966,Backpack,Stationery,3954.02,823
3967,Shirt,Clothing,2067.95,756
3968,Desk,Tools,1381.22,556
3969,Phone,Stationery,1747.6,31
3970,Backpack,Electronics,3177.39,56
3971,Backpack,Tools,2777.38,491
3972,Chair,Electronics,2520.54,628
3973,Mouse,Books,2425.29,118
3974,Lamp,Electronics,2360.79,71
3975,Notebook,Home,2572.88,232
3976,Phone,Clothing,3371.45,778
3977,Shirt,Beauty,3525.28,634
3978,Chair,Electronics,653.01,730
3979,Tablet,Beauty,1139.06,69
3980,Book,Electronics,2672.51,571
3981,Headphones,Books,541.89,80
3982,Notebook,Clothing,179.44,355
3983,Shirt,Beauty,3180.74,599
3984,Desk,Beauty,4251.72,643
3985,Shirt,Clothing,4802.39,613
3986,Shirt,Books,1118.01,347
3987,Laptop,Beauty,815.6,353
3988,Desk,Electronics,3393.75,138
3989,Monitor,Books,1613.3,400
3990,Desk,Stationery,4864.98,843
3991,Book,Books,4908.25,192
3992,Mirror,Books,4483.77,858
3993,Laptop,Tools,4306.21,737
3994,Phone,Tools,1461.85,194
3995,Book,Tools,1954.83,950
3996,Laptop,Tools,2059.27,39
3997,Notebook,Home,1164.3,530
3998,Mouse,Electronics,509.66,47
3999,Tablet,Clothing,396.47,295
4000,Tablet,Beauty,3862.58,77
4001,Phone,Books,2830.42,486
4002,Headphones,Tools,1065.99,916
4003,Headphones,Stationery,4793.28,26
4004,Tablet,Tools,3716.62,876
4005,Laptop,Clothing,2545.55,276
4006,Tablet,Books,4390.97,368
4007,Monitor,Tools,4310.62,116
4008,Mirror,Tools,471.53,372
4009,Headphones,Electronics,590.95,781
4010,Monitor,Books,2746.52,876
4011,Lamp,Electronics,4488.01,937
4012,Laptop,Clothing,2122.05,561
4013,Backpack,Tools,2666.18,767
4014,Phone,Electronics,4164.63,586
4015,Monitor,Beauty,4293.19,408
4016,Backpack,Clothing,860.51,406
4017,Tablet,Books,3517.24,751
4018,Notebook,Electronics,3527.47,86
4019,Backpack,Tools,1576.33,253
4020,Lamp,Electronics,1777.57,613
4021,Mirror,Electronics,1941.82,249
4022,Headphones,Stationery,2413.5,987
4023,Tablet,Stationery,982.87,956
4024,Headphones,Electronics,3091.48,555
4025,Keyboard,Home,1657.59,306
4026,Desk,Stationery,12.06,331
4027,Keyboard,Tools,651.88,681
4028,Shirt,Tools,1009.83,907
4029,Backpack,Clothing,132.19,3
4030,Monitor,Tools,3546.75,216
4031,Desk,Home,102.01,85
4032,Backpack,Clothing,3265.6,190
4033,Lamp,Electronics,1738.54,404
4034,Pen,Beauty,608.42,376
4035,Lamp,Tools,1119.78,547
4036,Chair,Books,1118.15,527
4037,Mouse,Stationery,163.38,715
4038,Shirt,Beauty,4920.12,190
4039,Pen,Stationery,2993.73,41
4040,Keyboard,Books,518.04,965
4041,Mouse,Home,3811.32,492
4042,Shirt,Beauty,178.07,498
4043,Desk,Clothing,3000.6,674
4044,Tablet,Electronics,4295.72,174
4045,Book,Stationery,3191.86,367
4046,Mirror,Stationery,1932.44,180
4047,Desk,Home,2419.66,833
4048,Backpack,Tools,4054.55,262
4049,Laptop,Beauty,3559.86,987
4050,Mouse,Home,4346.86,200
4051,Monitor,Tools,4724.36,880
4052,Headphones,Beauty,4640.96,285
4053,Headphones,Beauty,685.6,826
4054,Headphones,Electronics,333.48,48
4055,Keyboard,Stationery,1553.67,661
4056,Monitor,Books,3079.47,38
4057,Phone,Tools,4026.08,131
4058,Monitor,Tools,1161.69,353
4059,Desk,Electronics,2641.81,309
4060,Headphones,Electronics,2440.47,862
4061,Mirror,Tools,4161.89,766
4062,Chair,Home,2066.59,688
4063,Tablet,Tools,703.47,61
4064,Desk,Books,812.6,697
4065,Laptop,Tools,2632.43,519
4066,Book,Beauty,1744.2,662
4067,Desk,Books,4850.38,723
4068,Mirror,Beauty,3026.05,443
4069,Headphones,Electronics,3215.72,303
4070,Headphones,Books,4871.72,132
4071,Laptop,Books,1196.0,759
4072,Laptop,Stationery,4566.2,653
4073,Desk,Electronics,4260.99,650
4074,Book,Clothing,1688.11,946
4075,Desk,Clothing,17.87,569
4076,Pen,Home,619.73,739
4077,Laptop,Beauty,2750.55,738
4078,Backpack,Books,3125.36,945
4079,Shirt,Beauty,4106.49,754
4080,Book,Tools,1332.14,595
4081,Phone,Beauty,3486.64,67
4082,Laptop,Electronics,69.44,317
4083,Headphones,Home,816.51,543
4084,Desk,Clothing,1315.06,422
4085,Chair,Home,2771.92,509
4086,Mirror,Electronics,1976.35,468
4087,Mouse,Beauty,4066.8,235
4088,Tablet,Tools,3144.14,963
4089,Keyboard,Electronics,4921.74,328
4090,Phone,Home,3442.36,804
4091,Pen,Electronics,3760.88,177
4092,Lamp,Clothing,4691.3,59
4093,Mouse,Electronics,3619.96,298
4094,Mouse,Beauty,456.62,134
4095,Notebook,Home,2284.3,218
4096,Phone,Beauty,1097.37,896
4097,Pen,Stationery,3192.11,914
4098,Backpack,Stationery,3596.59,324
4099,Pen,Home,1102.87,957
4100,Pen,Clothing,4857.26,664
4101,Pen,Stationery,1854.61,716
4102,Monitor,Home,4436.23,255
4103,Tablet,Books,1375.29,993
4104,Mirror,Electronics,2671.21,563
4105,Backpack,Beauty,3976.29,913
4106,Backpack,Beauty,583.14,502
4107,Laptop,Tools,3779.9,587
4108,Monitor,Stationery,2652.93,898
4109,Laptop,Home,3164.11,638
4110,Lamp,Stationery,4219.51,756
4111,Desk,Books,1530.53,793
4112,Desk,Beauty,3946.68,268
4113,Notebook,Books,1572.36,371
4114,Headphones,Electronics,4388.23,210
4115,Tablet,Tools,3275.03,519
4116,Headphones,Books,2546.67,983
4117,Book,Electronics,3245.77,911
4118,Book,Books,2579.26,23
4119,Book,Electronics,3001.43,685
4120,Lamp,Tools,1438.28,930
4121,Chair,Beauty,3665.22,396
4122,Pen,Books,3820.57,245
4123,Mouse,Beauty,3405.3,987
4124,Laptop,Clothing,793.68,136
4125,Phone,Electronics,1423.14,695
4126,Desk,Beauty,3672.99,356
4127,Desk,Electronics,4471.3,694
4128,Backpack,Home,3266.55,865
4129,Keyboard,Beauty,3340.32,657
4130,Pen,Beauty,4951.15,441
4131,Shirt,Stationery,3033.0,767
4132,Phone,Tools,359.53,109
4133,Notebook,Home,2653.13,570
4134,Chair,Clothing,2330.35,638
4135,Keyboard,Clothing,523.62,29
4136,Desk,Books,705.13,324
4137,Keyboard,Clothing,3436.25,132
4138,Laptop,Stationery,1366.99,675
4139,Backpack,Books,2391.53,719
4140,Keyboard,Stationery,4090.15,259
4141,Laptop,Stationery,4745.05,505
4142,Shirt,Stationery,146.95,915
4143,Backpack,Home,2524.89,754
4144,Headphones,Tools,3614.72,227
4145,Phone,Beauty,935.53,255
4146,Phone,Books,2068.3,160
4147,Lamp,Tools,2805.29,809
4148,Lamp,Books,380.97,68
4149,Mouse,Electronics,1864.5,97
4150,Phone,Stationery,274.54,172
4151,Pen,Stationery,2208.75,17
4152,Pen,Home,3763.04,704
4153,Mouse,Clothing,1752.64,853
4154,Tablet,Beauty,2142.26,436
4155,Chair,Clothing,4762.75,955
4156,Shirt,Electronics,3780.85,587
4157,Monitor,Beauty,2845.54,630
4158,Keyboard,Home,1504.44,346
4159,Keyboard,Electronics,3600.26,305
4160,Book,Stationery,94.77,145
4161,Chair,Electronics,2388.31,763
4162,Pen,Stationery,4824.36,673
4163,Chair,Stationery,3180.64,257
4164,Laptop,Electronics,1909.38,896
4165,Pen,Stationery,3539.57,909
4166,Pen,Home,1585.12,300
4167,Tablet,Electronics,3022.0,196
4168,Lamp,Beauty,3883.61,651
4169,Desk,Books,4724.34,255
4170,Shirt,Home,1001.61,23
4171,Phone,Electronics,3060.41,857
4172,Laptop,Clothing,2605.02,830
4173,Chair,Beauty,2302.85,868
4174,Phone,Books,3553.63,795
4175,Mouse,Beauty,3464.2,192
4176,Lamp,Stationery,939.85,244
4177,Lamp,Electronics,3892.13,219
4178,Phone,Electronics,3653.05,362
4179,Lamp,Home,4268.93,933
4180,Notebook,Electronics,624.15,170
4181,Mirror,Books,139.24,85
4182,Notebook,Books,611.41,805
4183,Keyboard,Stationery,266.35,569
4184,Keyboard,Clothing,1460.65,500
4185,Lamp,Tools,3704.06,570
4186,Mouse,Home,2739.38,502
4187,Pen,Clothing,4006.02,101
4188,Headphones,Stationery,392.75,510
4189,Shirt,Home,4494.6,802
4190,Notebook,Clothing,1003.48,819
4191,Notebook,Home,3742.74,315
4192,Book,Clothing,489.02,816
4193,Mouse,Clothing,311.43,938
4194,Monitor,Beauty,3639.84,95
4195,Backpack,Electronics,862.44,643
4196,Desk,Books,296.67,540
4197,Laptop,Electronics,4901.5,695
4198,Phone,Beauty,3876.42,34
4199,Mirror,Beauty,4565.9,734
4200,Headphones,Stationery,4202.78,412
4201,Chair,Clothing,1361.27,328
4202,Chair,Clothing,3579.21,219
4203,Notebook,Books,698.83,850
4204,Desk,Beauty,3550.1,334
4205,Pen,Tools,933.61,119
4206,Notebook,Stationery,4977.86,565
4207,Tablet,Beauty,301.02,284
4208,Mouse,Clothing,2443.45,350
4209,Lamp,Electronics,2710.32,471
4210,Laptop,Stationery,4950.35,158
4211,Book,Tools,4707.86,232
4212,Mirror,Beauty,3509.78,552
4213,Tablet,Electronics,2500.02,780
4214,Chair,Home,874.76,465
4215,Shirt,Home,2705.49,206
4216,Shirt,Stationery,2693.46,959
4217,Keyboard,Tools,429.0,117
4218,Pen,Home,3385.18,708
4219,Notebook,Home,3637.0,638
4220,Phone,Books,4684.01,700
4221,Tablet,Books,1275.26,487
4222,Backpack,Books,1527.52,525
4223,Tablet,Clothing,4339.83,129
4224,Mouse,Tools,1395.26,552
4225,Desk,Clothing,1660.73,181
4226,Book,Books,2879.14,334
4227,Backpack,Home,2484.14,507
4228,Book,Books,2916.36,989
4229,Pen,Books,4996.55,325
4230,Desk,Clothing,4402.82,410
4231,Keyboard,Tools,1955.48,948
4232,Lamp,Books,4045.66,331
4233,Shirt,Beauty,3753.53,897
4234,Tablet,Books,3845.46,110
4235,Mirror,Electronics,1787.97,588
4236,Chair,Electronics,4547.67,777
4237,Tablet,Home,2892.03,922
4238,Mouse,Stationery,894.43,427
4239,Lamp,Electronics,4843.51,131
4240,Notebook,Tools,4501.53,286
4241,Monitor,Books,4230.86,413
4242,Book,Stationery,2459.58,725
4243,Tablet,Electronics,467.67,724
4244,Tablet,Electronics,4554.12,134
4245,Keyboard,Books,49.49,362
4246,Chair,Clothing,3056.84,947
4247,Phone,Home,2653.79,640
4248,Monitor,Books,2506.44,327
4249,Book,Stationery,3607.23,821
4250,Book,Stationery,1098.82,696
4251,Shirt,Beauty,2859.06,244
4252,Phone,Stationery,557.74,60
4253,Laptop,Beauty,2140.36,67
4254,Book,Stationery,4404.66,854
4255,Desk,Books,3273.32,56
4256,Shirt,Beauty,1372.83,167
4257,Mouse,Tools,1239.1,802
4258,Mirror,Stationery,1518.05,59
4259,Lamp,Books,2382.45,109
4260,Notebook,Books,810.92,829
4261,Shirt,Tools,2047.93,769
4262,Phone,Books,3177.27,915
4263,Laptop,Books,871.85,233
4264,Backpack,Home,2418.0,786
4265,Mirror,Beauty,3360.03,754
4266,Desk,Clothing,4035.49,200
4267,Backpack,Stationery,3690.31,688
4268,Monitor,Clothing,4835.39,694
4269,Pen,Home,2317.44,353
4270,Notebook,Home,1210.61,602
4271,Shirt,Home,366.36,550
4272,Notebook,Books,4527.97,263
4273,Tablet,Home,4373.12,30
4274,Shirt,Home,3677.12,475
4275,Tablet,Home,3926.46,535
4276,Mouse,Beauty,3361.87,594
4277,Mouse,Electronics,4578.55,470
4278,Chair,Clothing,1883.12,764
4279,Monitor,Home,1713.0,676
4280,Book,Electronics,4589.4,501
4281,Shirt,Electronics,2345.62,231
4282,Phone,Electronics,4393.9,286
4283,Lamp,Tools,1219.36,884
4284,Lamp,Stationery,3925.42,434
4285,Chair,Home,796.78,302
4286,Shirt,Beauty,2037.41,793
4287,Keyboard,Electronics,3612.22,326
4288,Phone,Clothing,1247.0,340
4289,Monitor,Home,3775.75,592
4290,Pen,Electronics,4421.46,397
4291,Notebook,Home,4222.87,402
4292,Shirt,Clothing,4013.46,376
4293,Keyboard,Electronics,4545.65,180
4294,Pen,Electronics,3402.8,502
4295,Headphones,Stationery,2198.66,101
4296,Desk,Stationery,4226.92,905
4297,Pen,Beauty,4342.31,718
4298,Pen,Books,3934.27,658
4299,Lamp,Clothing,2471.76,317
4300,Keyboard,Electronics,146.39,685
4301,Book,Home,3574.54,904
4302,Backpack,Stationery,1052.54,220
4303,Book,Home,158.62,809
4304,Desk,Books,2735.49,454
4305,Lamp,Tools,4838.05,702
4306,Phone,Stationery,522.85,55
4307,Shirt,Books,3062.36,477
4308,Chair,Clothing,4930.89,343
4309,Headphones,Tools,952.47,63
4310,Tablet,Clothing,2082.54,618
4311,Shirt,Electronics,1914.82,742
4312,Pen,Stationery,272.61,585
4313,Backpack,Electronics,1181.79,282
4314,Desk,Electronics,2816.29,896
4315,Monitor,Clothing,1428.52,580
4316,Desk,Beauty,4505.44,91
4317,Keyboard,Electronics,1648.9,26
4318,Book,Books,3855.67,721
4319,Phone,Electronics,2835.56,843
4320,Phone,Electronics,1094.3,798
4321,Backpack,Clothing,681.52,158
4322,Tablet,Stationery,1080.3,986
4323,Pen,Clothing,1430.02,707
4324,Chair,Tools,4887.48,620
4325,Pen,Beauty,304.53,704
4326,Book,Home,3767.98,155
4327,Headphones,Tools,815.55,975
4328,Chair,Stationery,3287.05,326
4329,Book,Beauty,2696.45,331
4330,Shirt,Books,3881.2,0
4331,Headphones,Electronics,3986.77,415
4332,Chair,Home,58.98,894
4333,Laptop,Stationery,1248.6,58
4334,Shirt,Clothing,2384.07,14
4335,Lamp,Home,1971.71,1
4336,Pen,Stationery,805.63,571
4337,Mirror,Electronics,1265.42,614
4338,Backpack,Beauty,4500.59,213
4339,Tablet,Home,1625.16,767
4340,Backpack,Books,2369.6,549
4341,Chair,Books,1254.34,801
4342,Laptop,Tools,2477.23,382
4343,Keyboard,Electronics,4140.04,571
4344,Keyboard,Tools,112.09,170
4345,Backpack,Home,489.31,352
4346,Keyboard,Electronics,2886.48,730
4347,Book,Beauty,1690.75,839
4348,Mouse,Clothing,3817.67,585
4349,Keyboard,Books,4443.15,407
4350,Pen,Beauty,378.0,830
4351,Mirror,Electronics,1940.06,203
4352,Laptop,Stationery,3436.31,185
4353,Mouse,Stationery,4125.25,477
4354,Phone,Home,1700.65,630
4355,Mirror,Home,218.49,315
4356,Lamp,Books,2115.09,128
4357,Notebook,Clothing,2099.06,584
4358,Desk,Electronics,1212.05,9
4359,Shirt,Beauty,1493.41,756
4360,Mirror,Stationery,2131.86,599
4361,Book,Tools,4464.66,248
4362,Laptop,Tools,3795.34,883
4363,Backpack,Stationery,2056.05,139
4364,Laptop,Books,1936.19,629
4365,Tablet,Electronics,4726.94,969
4366,Mouse,Home,861.08,35
4367,Laptop,Beauty,4729.27,917
4368,Headphones,Beauty,57.55,779
4369,Laptop,Clothing,3886.91,882
4370,Lamp,Electronics,684.18,510
4371,Pen,Stationery,973.16,962
4372,Chair,Stationery,1295.2,815
4373,Laptop,Beauty,4566.21,206
4374,Tablet,Home,893.72,317
4375,Notebook,Tools,3743.56,7
4376,Mirror,Home,142.74,880
4377,Book,Clothing,3798.2,383
4378,Lamp,Books,4057.02,22
4379,Tablet,Clothing,3959.41,694
4380,Book,Stationery,3172.41,362
4381,Mirror,Home,1159.0,516
4382,Headphones,Home,335.07,981
4383,Tablet,Stationery,1557.66,513
4384,Headphones,Stationery,3221.08,538
4385,Phone,Clothing,3639.21,355
4386,Tablet,Beauty,2189.5,936
4387,Phone,Tools,2937.22,69
4388,Pen,Beauty,3921.38,574
4389,Lamp,Electronics,1523.56,913
4390,Notebook,Beauty,1255.31,969
4391,Mouse,Electronics,2456.82,888
4392,Phone,Home,4940.29,643
4393,Mirror,Tools,1893.34,139
4394,Phone,Beauty,2372.82,936
4395,Monitor,Home,2402.4,544
4396,Mouse,Tools,2534.42,678
4397,Chair,Stationery,1371.35,790
4398,Notebook,Electronics,4113.68,916
4399,Mouse,Tools,3429.61,27
4400,Monitor,Stationery,361.44,469
4401,Keyboard,Stationery,168.71,680
4402,Backpack,Electronics,4509.88,425
4403,Laptop,Stationery,3548.86,949
4404,Backpack,Books,4244.06,351
4405,Desk,Electronics,3553.4,943
4406,Mirror,Beauty,538.74,394
4407,Backpack,Books,1405.03,714
4408,Headphones,Home,2951.8,335
4409,Keyboard,Tools,4873.22,568
4410,Keyboard,Stationery,262.08,482
4411,Mirror,Tools,4603.25,489
4412,Mirror,Clothing,1540.15,176
4413,Keyboard,Clothing,3983.19,335
4414,Pen,Tools,1219.12,537
4415,Book,Electronics,4604.63,807
4416,Mouse,Electronics,1709.39,921
4417,Shirt,Home,2356.52,471
4418,Mirror,Electronics,3618.61,926
4419,Mirror,Stationery,3062.73,92
4420,Phone,Electronics,4280.86,942
4421,Tablet,Beauty,1545.85,850
4422,Book,Clothing,2178.98,378
4423,Keyboard,Books,1113.44,710
4424,Backpack,Home,4680.31,769
4425,Chair,Books,1648.09,271
4426,Tablet,Tools,4167.39,487
4427,Laptop,Beauty,3587.43,901
4428,Lamp,Home,3454.05,758
4429,Headphones,Clothing,3323.77,934
4430,Tablet,Clothing,412.26,479
4431,Keyboard,Tools,4961.33,514
4432,Notebook,Tools,4118.94,711
4433,Desk,Beauty,134.91,31
4434,Desk,Tools,4714.15,515
4435,Monitor,Tools,3917.61,595
4436,Monitor,Stationery,2307.71,766
4437,Headphones,Stationery,352.76,225
4438,Keyboard,Home,75.14,1
4439,Laptop,Stationery,179.09,198
4440,Mouse,Tools,3818.05,758
4441,Monitor,Electronics,4220.07,456
4442,Mirror,Home,3825.05,675
4443,Tablet,Beauty,4485.51,552
4444,Chair,Books,4597.52,799
4445,Phone,Books,1415.1,777
4446,Mouse,Tools,4254.09,718
4447,Mouse,Electronics,419.68,882
4448,Mirror,Clothing,2543.63,303
4449,Keyboard,Clothing,4149.69,610
4450,Phone,Clothing,4675.91,455
4451,Mouse,Books,4637.69,918
4452,Pen,Clothing,1889.33,458
4453,Lamp,Beauty,2309.97,589
4454,Keyboard,Tools,2206.68,127
4455,Phone,Clothing,3520.81,835
4456,Backpack,Electronics,910.79,609
4457,Lamp,Stationery,1542.27,792
4458,Desk,Books,114.81,244
4459,Chair,Tools,1010.26,139
4460,Pen,Clothing,980.22,567
4461,Keyboard,Clothing,2217.66,693
4462,Phone,Tools,520.15,921
4463,Tablet,Stationery,4616.87,78
4464,Backpack,Home,1662.83,535
4465,Keyboard,Clothing,1539.73,135
4466,Backpack,Tools,450.19,742
4467,Keyboard,Stationery,4376.98,52
4468,Backpack,Tools,4017.48,9
4469,Lamp,Beauty,2363.05,19
4470,Notebook,Books,126.26,230
4471,Monitor,Tools,4485.31,367
4472,Keyboard,Clothing,2863.28,840
4473,Tablet,Beauty,1589.64,967
4474,Mirror,Books,1482.42,23
4475,Chair,Home,463.11,995
4476,Backpack,Clothing,3029.24,929
4477,Monitor,Tools,3925.5,72
4478,Keyboard,Clothing,2394.01,513
4479,Pen,Electronics,2325.86,840
4480,Phone,Tools,4231.46,567
4481,Book,Books,1900.03,318
4482,Shirt,Clothing,1833.34,782
4483,Notebook,Stationery,4922.57,242
4484,Tablet,Stationery,4494.65,854
4485,Tablet,Clothing,228.04,59
4486,Tablet,Beauty,1721.17,526
4487,Tablet,Tools,4518.3,158
4488,Chair,Stationery,3048.84,554
4489,Lamp,Tools,4128.85,344
4490,Notebook,Stationery,1686.41,378
4491,Laptop,Electronics,2169.84,62
4492,Backpack,Clothing,3653.24,855
4493,Chair,Tools,2852.84,460
4494,Laptop,Tools,4524.9,827
4495,Phone,Tools,4983.66,694
4496,Shirt,Home,4735.1,51
4497,Phone,Tools,301.51,178
4498,Laptop,Tools,645.65,494
4499,Mirror,Beauty,1207.47,482
4500,Headphones,Electronics,977.72,941
4501,Laptop,Stationery,2311.86,337
4502,Shirt,Home,1873.54,333
4503,Backpack,Electronics,4165.88,251
4504,Headphones,Tools,1562.81,999
4505,Shirt,Beauty,1485.53,542
4506,Desk,Clothing,4751.61,592
4507,Mouse,Books,4047.91,487
4508,Backpack,Tools,408.19,223
4509,Tablet,Stationery,2708.89,354
4510,Monitor,Books,2701.54,753
4511,Mouse,Electronics,1827.71,494
4512,Shirt,Books,3917.39,948
4513,Tablet,Stationery,4614.04,877
4514,Shirt,Beauty,3494.72,174
4515,Monitor,Tools,1853.86,812
4516,Book,Books,906.95,252
4517,Tablet,Clothing,3827.65,932
4518,Chair,Books,3556.83,483
4519,Tablet,Clothing,1228.7,808
4520,Mouse,Electronics,151.11,613
4521,Headphones,Books,3516.25,735
4522,Chair,Books,495.68,326
4523,Headphones,Tools,1417.78,532
4524,Desk,Stationery,3766.77,48
4525,Mouse,Beauty,2668.33,936
4526,Mirror,Clothing,1583.29,387
4527,Mouse,Books,834.19,43
4528,Shirt,Electronics,3829.49,133
4529,Chair,Home,718.92,858
4530,Phone,Home,2145.51,174
4531,Desk,Tools,2759.75,360
4532,Headphones,Beauty,3546.28,622
4533,Mirror,Beauty,3572.02,579
4534,Monitor,Beauty,3834.2,624
4535,Laptop,Tools,2144.6,297
4536,Tablet,Stationery,3918.11,116
4537,Notebook,Home,183.4,395
4538,Mirror,Clothing,2475.61,755
4539,Laptop,Home,4285.84,513
4540,Monitor,Clothing,4685.97,845
4541,Pen,Stationery,4678.45,605
4542,Tablet,Home,1371.18,315
4543,Lamp,Beauty,4519.19,153
4544,Headphones,Clothing,1967.32,759
4545,Headphones,Beauty,710.21,142
4546,Phone,Home,4874.55,798
4547,Pen,Tools,4142.03,26
4548,Chair,Home,2792.88,275
4549,Laptop,Stationery,3026.69,795
4550,Backpack,Tools,4505.07,26
4551,Phone,Clothing,4476.43,809
4552,Mirror,Books,2456.85,567
4553,Desk,Clothing,1410.75,584
4554,Laptop,Books,4761.67,966
4555,Notebook,Stationery,4815.6,441
4556,Keyboard,Beauty,3632.24,601
4557,Chair,Home,1069.98,823
4558,Chair,Electronics,404.7,932
4559,Notebook,Home,4507.23,603
4560,Chair,Tools,3166.76,879
4561,Pen,Stationery,588.92,866
4562,Phone,Clothing,3419.38,772
4563,Keyboard,Electronics,4856.0,892
4564,Headphones,Books,4429.09,671
4565,Backpack,Clothing,4458.87,566
4566,Mirror,Stationery,435.83,945
4567,Book,Stationery,614.13,49
4568,Laptop,Home,1262.02,229
4569,Monitor,Electronics,2238.25,962
4570,Book,Electronics,4911.86,334
4571,Desk,Stationery,240.16,281
4572,Pen,Home,884.99,252
4573,Chair,Electronics,4890.81,199
4574,Lamp,Home,4229.18,504
4575,Tablet,Books,1826.61,551
4576,Shirt,Beauty,475.54,784
4577,Laptop,Home,2167.05,683
4578,Monitor,Clothing,2956.56,559
4579,Laptop,Electronics,4072.13,368
4580,Notebook,Stationery,3580.61,516
4581,Laptop,Books,4298.13,1000
4582,Headphones,Books,4900.75,903
4583,Pen,Books,3876.48,56
4584,Tablet,Stationery,585.33,959
4585,Tablet,Stationery,3810.94,221
4586,Notebook,Tools,1547.78,515
4587,Notebook,Beauty,1373.99,191
4588,Phone,Books,2580.07,114
4589,Pen,Books,2672.07,304
4590,Monitor,Stationery,1372.11,871
4591,Desk,Home,1479.09,66
4592,Chair,Clothing,2348.56,791
4593,Keyboard,Beauty,3794.32,311
4594,Mouse,Stationery,701.73,434
4595,Pen,Books,640.47,640
4596,Phone,Clothing,4165.88,607
4597,Phone,Stationery,1751.21,429
4598,Notebook,Clothing,2237.36,273
4599,Keyboard,Beauty,3405.01,98
4600,Laptop,Stationery,3718.53,267
4601,Phone,Tools,4846.12,929
4602,Pen,Electronics,1516.03,57
4603,Mouse,Tools,2120.69,341
4604,Mirror,Books,4445.25,39
4605,Mirror,Stationery,1563.1,408
4606,Keyboard,Home,2903.2,157
4607,Mouse,Books,2559.8,192
4608,Monitor,Electronics,3745.43,406
4609,Tablet,Tools,4828.12,550
4610,Backpack,Books,3246.61,412
4611,Laptop,Tools,2896.02,485
4612,Desk,Tools,3819.98,845
4613,Pen,Books,778.82,649
4614,Shirt,Clothing,2017.98,287
4615,Monitor,Electronics,3732.93,634
4616,Chair,Books,4692.64,559
4617,Laptop,Books,4313.54,897
4618,Tablet,Books,2600.33,670
4619,Phone,Electronics,1370.97,839
4620,Book,Tools,2903.11,526
4621,Chair,Electronics,3633.56,149
4622,Pen,Tools,697.23,391
4623,Mirror,Clothing,4150.95,484
4624,Tablet,Clothing,2838.7,749
4625,Mouse,Electronics,1657.81,207
4626,Mirror,Electronics,3779.16,253
4627,Tablet,Home,4475.72,297
4628,Pen,Stationery,4629.54,324
4629,Keyboard,Home,4857.15,770
4630,Headphones,Beauty,1131.7,655
4631,Phone,Clothing,1512.02,880
4632,Chair,Tools,1552.89,89
4633,Mirror,Home,3210.96,662
4634,Shirt,Home,1250.22,54
4635,Pen,Beauty,3682.82,688
4636,Monitor,Beauty,2564.25,736
4637,Monitor,Home,348.42,981
4638,Book,Books,2711.6,722
4639,Book,Books,306.08,797
4640,Mouse,Books,1887.73,787
